[20:00:24.542][TRACE] dt=0.0002249
[20:14:11.452][TRACE] dt=0.0055377
[20:14:11.458][TRACE] dt=0.0055754
[20:14:11.463][TRACE] dt=0.005462
[20:14:11.469][TRACE] dt=0.0055886
[20:14:11.474][TRACE] dt=0.005467
[20:14:11.480][TRACE] dt=0.005634
[20:14:11.486][TRACE] dt=0.0055263
[20:14:11.491][TRACE] dt=0.0055254
[20:14:11.497][TRACE] dt=0.0057881
[20:14:11.502][TRACE] dt=0.0053624
[20:14:11.508][TRACE] dt=0.0055339
[20:14:11.513][TRACE] dt=0.0056141
[20:14:11.519][TRACE] dt=0.0054612
[20:14:11.524][TRACE] dt=0.0056325
[20:14:11.530][TRACE] dt=0.0059834
[20:14:11.535][TRACE] dt=0.0050153
[20:14:11.541][TRACE] dt=0.0056566
[20:14:11.547][TRACE] dt=0.0055816
[20:14:11.552][TRACE] dt=0.0055013
[20:14:11.558][TRACE] dt=0.0060028
[20:14:11.564][TRACE] dt=0.0058915
[20:14:11.569][TRACE] dt=0.0049146
[20:14:11.575][TRACE] dt=0.005954
[20:14:11.580][TRACE] dt=0.0050802
[20:14:11.586][TRACE] dt=0.0054476
[20:14:11.591][TRACE] dt=0.0056626
[20:14:11.602][TRACE] dt=0.0055911
[20:14:11.608][TRACE] dt=0.0059362
[20:14:11.613][TRACE] dt=0.0050907
[20:14:11.619][TRACE] dt=0.0055506
[20:14:11.625][TRACE] dt=0.0056236
[20:14:11.630][TRACE] dt=0.0054495
[20:14:11.636][TRACE] dt=0.0061286
[20:14:11.641][TRACE] dt=0.0052298
[20:14:11.647][TRACE] dt=0.0054871
[20:14:11.653][TRACE] dt=0.006335
[20:14:11.658][TRACE] dt=0.0048025
[20:14:11.663][TRACE] dt=0.0054424
[20:14:11.669][TRACE] dt=0.0056372
[20:14:11.674][TRACE] dt=0.0054112
[20:14:11.680][TRACE] dt=0.0055812
[20:14:11.686][TRACE] dt=0.0056492
[20:14:11.691][TRACE] dt=0.0054308
[20:14:11.697][TRACE] dt=0.0056402
[20:14:11.702][TRACE] dt=0.0055991
[20:14:11.708][TRACE] dt=0.0054472
[20:14:11.713][TRACE] dt=0.0055685
[20:14:11.719][TRACE] dt=0.0055791
[20:14:11.724][TRACE] dt=0.0054767
[20:14:11.733][TRACE] dt=0.0087787
[20:14:11.741][TRACE] dt=0.0077955
[20:14:11.745][TRACE] dt=0.003843
[20:14:11.748][TRACE] dt=0.0034502
[20:14:11.752][TRACE] dt=0.0040206
[20:14:11.758][TRACE] dt=0.0060218
[20:14:11.763][TRACE] dt=0.0050939
[20:14:11.770][TRACE] dt=0.0063033
[20:14:11.775][TRACE] dt=0.0049244
[20:14:11.780][TRACE] dt=0.0055066
[20:14:11.786][TRACE] dt=0.0057347
[20:14:11.791][TRACE] dt=0.0052317
[20:14:11.797][TRACE] dt=0.0056715
[20:14:11.803][TRACE] dt=0.0057521
[20:14:11.808][TRACE] dt=0.0053708
[20:14:11.813][TRACE] dt=0.005456
[20:14:11.819][TRACE] dt=0.005571
[20:14:11.825][TRACE] dt=0.0056073
[20:14:11.830][TRACE] dt=0.0055164
[20:14:11.836][TRACE] dt=0.0054661
[20:14:11.841][TRACE] dt=0.0057318
[20:14:11.847][TRACE] dt=0.0053751
[20:14:11.852][TRACE] dt=0.0056637
[20:14:11.858][TRACE] dt=0.0055621
[20:14:11.864][TRACE] dt=0.0059672
[20:14:11.869][TRACE] dt=0.0051771
[20:14:11.874][TRACE] dt=0.0054263
[20:14:11.880][TRACE] dt=0.0057904
[20:14:11.886][TRACE] dt=0.0056065
[20:14:11.891][TRACE] dt=0.0053326
[20:14:11.897][TRACE] dt=0.0056575
[20:14:11.902][TRACE] dt=0.0056416
[20:14:11.908][TRACE] dt=0.0053097
[20:14:11.914][TRACE] dt=0.0058335
[20:14:11.919][TRACE] dt=0.0053126
[20:14:11.924][TRACE] dt=0.0055185
[20:14:11.930][TRACE] dt=0.0055628
[20:14:11.936][TRACE] dt=0.0056298
[20:14:11.941][TRACE] dt=0.0055468
[20:14:11.948][TRACE] dt=0.0063698
[20:14:11.952][TRACE] dt=0.00483
[20:14:11.958][TRACE] dt=0.0054615
[20:14:11.964][TRACE] dt=0.0058295
[20:14:11.969][TRACE] dt=0.0053216
[20:14:11.975][TRACE] dt=0.0055536
[20:14:11.980][TRACE] dt=0.0057246
[20:14:11.986][TRACE] dt=0.0055361
[20:14:11.991][TRACE] dt=0.0055322
[20:14:11.997][TRACE] dt=0.005643
[20:14:12.002][TRACE] dt=0.0053621
[20:14:12.008][TRACE] dt=0.005589
[20:14:12.014][TRACE] dt=0.0056166
[20:14:12.019][TRACE] dt=0.0056347
[20:14:12.025][TRACE] dt=0.0054938
[20:14:12.030][TRACE] dt=0.0054515
[20:14:12.036][TRACE] dt=0.0056931
[20:14:12.041][TRACE] dt=0.0056051
[20:14:12.047][TRACE] dt=0.0055074
[20:14:12.053][TRACE] dt=0.0056444
[20:14:12.058][TRACE] dt=0.0055439
[20:14:12.064][TRACE] dt=0.0054006
[20:14:12.069][TRACE] dt=0.0054015
[20:14:12.075][TRACE] dt=0.0059072
[20:14:12.080][TRACE] dt=0.0052673
[20:14:12.086][TRACE] dt=0.0056514
[20:14:12.092][TRACE] dt=0.0058605
[20:14:12.097][TRACE] dt=0.0050925
[20:14:12.108][TRACE] dt=0.0055847
[20:14:12.113][TRACE] dt=0.0054777
[20:14:12.119][TRACE] dt=0.0056503
[20:14:12.125][TRACE] dt=0.0054654
[20:14:12.130][TRACE] dt=0.0055227
[20:14:12.136][TRACE] dt=0.0056916
[20:14:12.141][TRACE] dt=0.005627
[20:14:12.147][TRACE] dt=0.0059952
[20:14:12.152][TRACE] dt=0.0050418
[20:14:12.158][TRACE] dt=0.0053852
[20:14:12.163][TRACE] dt=0.0056946
[20:14:12.169][TRACE] dt=0.0054738
[20:14:12.174][TRACE] dt=0.0054906
[20:14:12.180][TRACE] dt=0.0057612
[20:14:12.186][TRACE] dt=0.0057314
[20:14:12.192][TRACE] dt=0.0056999
[20:14:12.197][TRACE] dt=0.0057344
[20:14:12.202][TRACE] dt=0.0048761
[20:14:12.208][TRACE] dt=0.0055318
[20:14:12.214][TRACE] dt=0.0061521
[20:14:12.219][TRACE] dt=0.0052902
[20:14:12.225][TRACE] dt=0.0055427
[20:14:12.230][TRACE] dt=0.005558
[20:14:12.236][TRACE] dt=0.0053984
[20:14:12.242][TRACE] dt=0.0059465
[20:14:12.247][TRACE] dt=0.0057802
[20:14:12.253][TRACE] dt=0.0056176
[20:14:12.259][TRACE] dt=0.0056272
[20:14:12.267][TRACE] dt=0.0084849
[20:14:12.273][TRACE] dt=0.0057572
[20:14:12.278][TRACE] dt=0.0051393
[20:14:12.283][TRACE] dt=0.0048927
[20:14:12.287][TRACE] dt=0.0045035
[20:14:12.293][TRACE] dt=0.0051905
[20:14:12.298][TRACE] dt=0.0053812
[20:14:12.303][TRACE] dt=0.0052222
[20:14:12.309][TRACE] dt=0.0059375
[20:14:12.315][TRACE] dt=0.0052836
[20:14:12.320][TRACE] dt=0.0058282
[20:14:12.326][TRACE] dt=0.0056836
[20:14:12.332][TRACE] dt=0.0062641
[20:14:12.342][TRACE] dt=0.0099744
[20:14:12.347][TRACE] dt=0.0052376
[20:14:12.353][TRACE] dt=0.0054189
[20:14:12.358][TRACE] dt=0.0050467
[20:14:12.363][TRACE] dt=0.0055408
[20:14:12.369][TRACE] dt=0.0051254
[20:14:12.374][TRACE] dt=0.0050243
[20:14:12.380][TRACE] dt=0.00594
[20:14:12.385][TRACE] dt=0.0056209
[20:14:12.390][TRACE] dt=0.0052926
[20:14:12.396][TRACE] dt=0.0052896
[20:14:12.401][TRACE] dt=0.0050919
[20:14:12.406][TRACE] dt=0.0052311
[20:14:12.411][TRACE] dt=0.0050119
[20:14:12.416][TRACE] dt=0.0052738
[20:14:12.421][TRACE] dt=0.0046723
[20:14:12.426][TRACE] dt=0.004725
[20:14:12.431][TRACE] dt=0.0056345
[20:14:12.437][TRACE] dt=0.0057608
[20:14:12.443][TRACE] dt=0.0056327
[20:14:12.449][TRACE] dt=0.0057449
[20:14:12.454][TRACE] dt=0.005539
[20:14:12.460][TRACE] dt=0.0061144
[20:14:12.465][TRACE] dt=0.0043847
[20:14:12.470][TRACE] dt=0.0051985
[20:14:12.475][TRACE] dt=0.0050338
[20:14:12.480][TRACE] dt=0.0055955
[20:14:12.486][TRACE] dt=0.0054092
[20:14:12.491][TRACE] dt=0.0055652
[20:14:12.498][TRACE] dt=0.0062017
[20:14:12.503][TRACE] dt=0.0049842
[20:14:12.508][TRACE] dt=0.0058323
[20:14:12.514][TRACE] dt=0.0056683
[20:14:12.520][TRACE] dt=0.0055174
[20:14:12.525][TRACE] dt=0.0054859
[20:14:12.531][TRACE] dt=0.005414
[20:14:12.536][TRACE] dt=0.0055391
[20:14:12.542][TRACE] dt=0.0056644
[20:14:12.547][TRACE] dt=0.0054393
[20:14:12.553][TRACE] dt=0.0054794
[20:14:12.558][TRACE] dt=0.0055567
[20:14:12.564][TRACE] dt=0.006072
[20:14:12.569][TRACE] dt=0.005099
[20:14:12.575][TRACE] dt=0.0057989
[20:14:12.581][TRACE] dt=0.0055962
[20:14:12.586][TRACE] dt=0.0055104
[20:14:12.591][TRACE] dt=0.0051586
[20:14:12.597][TRACE] dt=0.0057307
[20:14:12.608][TRACE] dt=0.0056773
[20:14:12.614][TRACE] dt=0.0061308
[20:14:12.619][TRACE] dt=0.0049904
[20:14:12.625][TRACE] dt=0.0054319
[20:14:12.631][TRACE] dt=0.006404
[20:14:12.636][TRACE] dt=0.0047286
[20:14:12.642][TRACE] dt=0.0059115
[20:14:12.647][TRACE] dt=0.0052448
[20:14:12.652][TRACE] dt=0.005469
[20:14:12.658][TRACE] dt=0.0057687
[20:14:12.664][TRACE] dt=0.0059713
[20:14:12.669][TRACE] dt=0.0048961
[20:14:12.675][TRACE] dt=0.0055257
[20:14:12.680][TRACE] dt=0.0056824
[20:14:12.686][TRACE] dt=0.0054538
[20:14:12.691][TRACE] dt=0.0057561
[20:14:12.697][TRACE] dt=0.0055613
[20:14:12.702][TRACE] dt=0.0051204
[20:14:12.708][TRACE] dt=0.0061653
[20:14:12.714][TRACE] dt=0.0055104
[20:14:12.719][TRACE] dt=0.0051283
[20:14:12.725][TRACE] dt=0.005904
[20:14:12.730][TRACE] dt=0.0055957
[20:14:12.736][TRACE] dt=0.0050572
[20:14:12.741][TRACE] dt=0.0057774
[20:14:12.747][TRACE] dt=0.0061802
[20:14:12.752][TRACE] dt=0.0046804
[20:14:12.758][TRACE] dt=0.0058414
[20:14:12.764][TRACE] dt=0.0056967
[20:14:12.769][TRACE] dt=0.0052838
[20:14:12.775][TRACE] dt=0.0058182
[20:14:12.780][TRACE] dt=0.0055722
[20:14:12.786][TRACE] dt=0.0053038
[20:14:12.791][TRACE] dt=0.005429
[20:14:12.797][TRACE] dt=0.0059443
[20:14:12.802][TRACE] dt=0.0052266
[20:14:12.808][TRACE] dt=0.0057508
[20:14:12.814][TRACE] dt=0.0056887
[20:14:12.819][TRACE] dt=0.0056602
[20:14:12.824][TRACE] dt=0.0050404
[20:14:12.831][TRACE] dt=0.0061004
[20:14:12.836][TRACE] dt=0.0050425
[20:14:12.841][TRACE] dt=0.005673
[20:14:12.847][TRACE] dt=0.0060817
[20:14:12.852][TRACE] dt=0.0050412
[20:14:12.858][TRACE] dt=0.005812
[20:14:12.864][TRACE] dt=0.0055449
[20:14:12.869][TRACE] dt=0.0051468
[20:14:12.875][TRACE] dt=0.0060687
[20:14:12.881][TRACE] dt=0.0057633
[20:14:12.886][TRACE] dt=0.0051856
[20:14:12.891][TRACE] dt=0.0052738
[20:14:12.897][TRACE] dt=0.0060393
[20:14:12.902][TRACE] dt=0.0050245
[20:14:12.908][TRACE] dt=0.0056644
[20:14:12.914][TRACE] dt=0.0059224
[20:14:12.919][TRACE] dt=0.0054126
[20:14:12.925][TRACE] dt=0.0054855
[20:14:12.931][TRACE] dt=0.0058782
[20:14:12.936][TRACE] dt=0.0050671
[20:14:12.941][TRACE] dt=0.0057374
[20:14:12.947][TRACE] dt=0.0056537
[20:14:12.952][TRACE] dt=0.0051308
[20:14:12.958][TRACE] dt=0.0059881
[20:14:12.964][TRACE] dt=0.0057644
[20:14:12.969][TRACE] dt=0.0049688
[20:14:12.975][TRACE] dt=0.0058154
[20:14:12.980][TRACE] dt=0.0056699
[20:14:12.986][TRACE] dt=0.0051757
[20:14:12.991][TRACE] dt=0.0056402
[20:14:12.997][TRACE] dt=0.0059506
[20:14:13.002][TRACE] dt=0.0051782
[20:14:13.008][TRACE] dt=0.0055534
[20:14:13.014][TRACE] dt=0.0059393
[20:14:13.019][TRACE] dt=0.0054562
[20:14:13.025][TRACE] dt=0.0054249
[20:14:13.030][TRACE] dt=0.0055358
[20:14:13.036][TRACE] dt=0.005503
[20:14:13.041][TRACE] dt=0.0054519
[20:14:13.047][TRACE] dt=0.0055192
[20:14:13.052][TRACE] dt=0.0055618
[20:14:13.058][TRACE] dt=0.0055431
[20:14:13.063][TRACE] dt=0.0056712
[20:14:13.069][TRACE] dt=0.0054116
[20:14:13.075][TRACE] dt=0.0062056
[20:14:13.080][TRACE] dt=0.0048883
[20:14:13.086][TRACE] dt=0.0058131
[20:14:13.091][TRACE] dt=0.0053255
[20:14:13.097][TRACE] dt=0.0056873
[20:14:13.102][TRACE] dt=0.0053722
[20:14:13.114][TRACE] dt=0.005886
[20:14:13.119][TRACE] dt=0.0052436
[20:14:13.124][TRACE] dt=0.0055269
[20:14:13.130][TRACE] dt=0.005753
[20:14:13.136][TRACE] dt=0.0053907
[20:14:13.141][TRACE] dt=0.0055181
[20:14:13.147][TRACE] dt=0.0060167
[20:14:13.152][TRACE] dt=0.0053633
[20:14:13.158][TRACE] dt=0.0056046
[20:14:13.164][TRACE] dt=0.0058021
[20:14:13.169][TRACE] dt=0.0051842
[20:14:13.175][TRACE] dt=0.0058115
[20:14:13.180][TRACE] dt=0.0052692
[20:20:27.428][TRACE] dt=0.0003029
[20:20:27.441][TRACE] dt=0.0137719
[20:20:27.509][TRACE] dt=0.0674533
[20:20:27.514][TRACE] dt=0.0054447
[20:20:27.518][TRACE] dt=0.0038686
[20:20:27.522][TRACE] dt=0.0035357
[20:20:27.525][TRACE] dt=0.0035856
[20:20:27.530][TRACE] dt=0.0043269
[20:20:27.535][TRACE] dt=0.005769
[20:20:27.541][TRACE] dt=0.0053739
[20:20:27.546][TRACE] dt=0.0055234
[20:20:27.553][TRACE] dt=0.0063314
[20:20:27.557][TRACE] dt=0.0048322
[20:20:27.563][TRACE] dt=0.0056066
[20:20:27.569][TRACE] dt=0.0055454
[20:20:27.574][TRACE] dt=0.0054786
[20:20:27.580][TRACE] dt=0.0054865
[20:20:27.585][TRACE] dt=0.0056626
[20:20:27.591][TRACE] dt=0.0055233
[20:20:27.596][TRACE] dt=0.0056899
[20:20:27.602][TRACE] dt=0.0054059
[20:20:27.607][TRACE] dt=0.0055948
[20:20:27.613][TRACE] dt=0.0055865
[20:20:27.619][TRACE] dt=0.0056373
[20:20:27.624][TRACE] dt=0.0054107
[20:20:27.630][TRACE] dt=0.0055681
[20:20:27.635][TRACE] dt=0.0055842
[20:20:27.641][TRACE] dt=0.0055347
[20:20:27.646][TRACE] dt=0.0056088
[20:20:27.652][TRACE] dt=0.0054647
[20:20:27.658][TRACE] dt=0.0059102
[20:20:27.663][TRACE] dt=0.005243
[20:20:27.669][TRACE] dt=0.0055624
[20:20:27.674][TRACE] dt=0.0056935
[20:20:27.680][TRACE] dt=0.0053407
[20:20:27.685][TRACE] dt=0.0056351
[20:20:27.691][TRACE] dt=0.0055981
[20:20:27.696][TRACE] dt=0.0054489
[20:20:27.702][TRACE] dt=0.0056442
[20:20:27.708][TRACE] dt=0.0055624
[20:20:27.713][TRACE] dt=0.005518
[20:20:27.719][TRACE] dt=0.0055242
[20:20:27.724][TRACE] dt=0.0056498
[20:20:27.730][TRACE] dt=0.0055092
[20:20:27.735][TRACE] dt=0.0057746
[20:20:27.741][TRACE] dt=0.0053339
[20:20:27.746][TRACE] dt=0.005524
[20:20:27.752][TRACE] dt=0.0056036
[20:20:27.758][TRACE] dt=0.0055793
[20:20:27.763][TRACE] dt=0.0054818
[20:20:27.769][TRACE] dt=0.0055897
[20:20:27.774][TRACE] dt=0.0055348
[20:20:27.780][TRACE] dt=0.0055385
[20:20:27.786][TRACE] dt=0.0058528
[20:20:27.791][TRACE] dt=0.0053406
[20:20:27.797][TRACE] dt=0.0060059
[20:20:27.802][TRACE] dt=0.0051317
[20:20:27.807][TRACE] dt=0.0054107
[20:20:27.813][TRACE] dt=0.0057411
[20:20:27.819][TRACE] dt=0.0053882
[20:20:27.824][TRACE] dt=0.0054997
[20:20:27.830][TRACE] dt=0.0061865
[20:20:27.835][TRACE] dt=0.0050468
[20:20:27.841][TRACE] dt=0.0058543
[20:20:27.846][TRACE] dt=0.0052345
[20:20:27.852][TRACE] dt=0.0055573
[20:20:27.857][TRACE] dt=0.0055718
[20:20:27.863][TRACE] dt=0.0059305
[20:20:27.869][TRACE] dt=0.0051399
[20:20:27.874][TRACE] dt=0.0056679
[20:20:27.880][TRACE] dt=0.005395
[20:20:27.885][TRACE] dt=0.0056393
[20:20:27.891][TRACE] dt=0.0056604
[20:20:27.896][TRACE] dt=0.005464
[20:20:27.902][TRACE] dt=0.0057625
[20:20:27.908][TRACE] dt=0.0056672
[20:20:27.913][TRACE] dt=0.0054319
[20:20:27.919][TRACE] dt=0.0054956
[20:20:27.924][TRACE] dt=0.0055835
[20:20:27.935][TRACE] dt=0.0056593
[20:20:27.941][TRACE] dt=0.0056333
[20:20:27.947][TRACE] dt=0.0055618
[20:20:27.952][TRACE] dt=0.0056077
[20:20:27.958][TRACE] dt=0.005453
[20:20:27.963][TRACE] dt=0.0054133
[20:20:27.969][TRACE] dt=0.0057458
[20:20:27.974][TRACE] dt=0.0054186
[20:20:27.980][TRACE] dt=0.005496
[20:20:27.986][TRACE] dt=0.0057717
[20:20:27.991][TRACE] dt=0.0054585
[20:20:27.997][TRACE] dt=0.0055004
[20:20:28.002][TRACE] dt=0.0055334
[20:20:28.008][TRACE] dt=0.0055805
[20:20:28.013][TRACE] dt=0.0057323
[20:20:28.019][TRACE] dt=0.0052781
[20:20:28.024][TRACE] dt=0.0056572
[20:20:28.030][TRACE] dt=0.005625
[20:20:28.035][TRACE] dt=0.0054613
[20:20:28.041][TRACE] dt=0.0055931
[20:20:28.047][TRACE] dt=0.0056263
[20:20:28.052][TRACE] dt=0.0054431
[20:20:28.058][TRACE] dt=0.0056392
[20:20:28.063][TRACE] dt=0.0055993
[20:20:28.069][TRACE] dt=0.0055648
[20:20:28.074][TRACE] dt=0.0054063
[20:20:28.080][TRACE] dt=0.0056981
[20:20:28.085][TRACE] dt=0.0054674
[20:20:28.091][TRACE] dt=0.0058381
[20:20:28.096][TRACE] dt=0.0052344
[20:20:28.102][TRACE] dt=0.0055059
[20:20:28.108][TRACE] dt=0.0058243
[20:20:28.113][TRACE] dt=0.0053009
[20:20:28.119][TRACE] dt=0.005658
[20:20:28.125][TRACE] dt=0.0062498
[20:20:28.130][TRACE] dt=0.0047475
[20:20:28.135][TRACE] dt=0.0055862
[20:20:28.141][TRACE] dt=0.0056816
[20:20:28.146][TRACE] dt=0.0054556
[20:20:28.152][TRACE] dt=0.0055651
[20:20:28.158][TRACE] dt=0.0055561
[20:20:28.163][TRACE] dt=0.0054073
[20:20:28.169][TRACE] dt=0.0057152
[20:20:28.174][TRACE] dt=0.0053835
[20:20:28.180][TRACE] dt=0.0055369
[20:20:28.185][TRACE] dt=0.0057226
[20:20:28.191][TRACE] dt=0.0054089
[20:20:28.196][TRACE] dt=0.0056688
[20:20:28.202][TRACE] dt=0.0054748
[20:20:28.207][TRACE] dt=0.0055327
[20:20:28.213][TRACE] dt=0.0055151
[20:20:28.219][TRACE] dt=0.0057264
[20:20:28.224][TRACE] dt=0.0054454
[20:20:28.231][TRACE] dt=0.0063412
[20:20:28.235][TRACE] dt=0.0047321
[20:20:28.241][TRACE] dt=0.005584
[20:20:28.246][TRACE] dt=0.0056111
[20:20:28.252][TRACE] dt=0.0055443
[20:20:28.258][TRACE] dt=0.0055667
[20:20:28.263][TRACE] dt=0.0055554
[20:20:28.269][TRACE] dt=0.0054724
[20:20:28.274][TRACE] dt=0.0055526
[20:20:28.280][TRACE] dt=0.0057267
[20:20:28.285][TRACE] dt=0.0054145
[20:20:28.291][TRACE] dt=0.005532
[20:20:28.296][TRACE] dt=0.0055802
[20:20:28.302][TRACE] dt=0.0055395
[20:20:28.308][TRACE] dt=0.0056436
[20:20:28.313][TRACE] dt=0.0055165
[20:20:28.319][TRACE] dt=0.0055547
[20:20:28.324][TRACE] dt=0.0056065
[20:20:28.330][TRACE] dt=0.0053873
[20:20:28.335][TRACE] dt=0.0056182
[20:20:28.341][TRACE] dt=0.0056729
[20:20:28.346][TRACE] dt=0.0054569
[20:20:28.352][TRACE] dt=0.0055374
[20:20:28.358][TRACE] dt=0.005738
[20:20:28.363][TRACE] dt=0.0053732
[20:20:28.369][TRACE] dt=0.0055634
[20:20:28.374][TRACE] dt=0.0056063
[20:20:28.380][TRACE] dt=0.0055429
[20:20:28.385][TRACE] dt=0.0056012
[20:20:28.391][TRACE] dt=0.0055524
[20:20:28.396][TRACE] dt=0.0054901
[20:20:28.402][TRACE] dt=0.0056759
[20:20:28.408][TRACE] dt=0.0057004
[20:20:28.413][TRACE] dt=0.0053155
[20:20:28.419][TRACE] dt=0.0059267
[20:20:28.424][TRACE] dt=0.0051669
[20:20:28.430][TRACE] dt=0.0054254
[20:20:28.441][TRACE] dt=0.0054851
[20:20:28.446][TRACE] dt=0.0054437
[20:20:28.452][TRACE] dt=0.0057341
[20:20:28.457][TRACE] dt=0.0053334
[20:20:28.463][TRACE] dt=0.0056357
[20:20:28.469][TRACE] dt=0.0060355
[20:20:28.474][TRACE] dt=0.0050382
[20:20:28.480][TRACE] dt=0.0055315
[20:20:28.485][TRACE] dt=0.0056277
[20:20:28.491][TRACE] dt=0.0054441
[20:20:28.496][TRACE] dt=0.0055613
[20:20:28.502][TRACE] dt=0.005719
[20:20:28.507][TRACE] dt=0.0055023
[20:20:28.513][TRACE] dt=0.0057211
[20:20:28.519][TRACE] dt=0.0053817
[20:20:28.524][TRACE] dt=0.0055093
[20:20:28.530][TRACE] dt=0.0056126
[20:20:28.536][TRACE] dt=0.0058363
[20:20:28.541][TRACE] dt=0.0051839
[20:20:28.546][TRACE] dt=0.0056852
[20:20:28.552][TRACE] dt=0.0055026
[20:20:28.557][TRACE] dt=0.0055075
[20:20:28.563][TRACE] dt=0.0058645
[20:20:28.569][TRACE] dt=0.0053868
[20:20:28.574][TRACE] dt=0.0054351
[20:20:28.580][TRACE] dt=0.0055818
[20:20:28.585][TRACE] dt=0.0055499
[20:20:28.591][TRACE] dt=0.0056773
[20:20:28.596][TRACE] dt=0.0054757
[20:20:28.602][TRACE] dt=0.0055995
[20:20:28.608][TRACE] dt=0.0057806
[20:20:28.613][TRACE] dt=0.0053191
[20:20:28.619][TRACE] dt=0.0055458
[20:20:28.624][TRACE] dt=0.0055611
[20:20:28.630][TRACE] dt=0.0054349
[20:20:28.635][TRACE] dt=0.0057519
[20:20:28.641][TRACE] dt=0.0055675
[20:20:28.646][TRACE] dt=0.0053591
[20:20:28.652][TRACE] dt=0.0055568
[20:20:28.658][TRACE] dt=0.0060971
[20:20:28.663][TRACE] dt=0.0051121
[20:20:28.669][TRACE] dt=0.0057124
[20:20:28.674][TRACE] dt=0.0053105
[20:20:28.680][TRACE] dt=0.0059694
[20:20:28.685][TRACE] dt=0.0052194
[20:20:28.691][TRACE] dt=0.0056347
[20:20:28.696][TRACE] dt=0.0055505
[20:20:28.702][TRACE] dt=0.0054953
[20:20:28.708][TRACE] dt=0.0055846
[20:20:28.713][TRACE] dt=0.0058603
[20:20:28.719][TRACE] dt=0.0054454
[20:20:28.724][TRACE] dt=0.0053077
[20:20:28.730][TRACE] dt=0.0057876
[20:20:28.735][TRACE] dt=0.0053741
[20:20:28.741][TRACE] dt=0.0056819
[20:20:28.746][TRACE] dt=0.0053882
[20:20:28.752][TRACE] dt=0.005477
[20:20:28.757][TRACE] dt=0.0056095
[20:20:28.763][TRACE] dt=0.0056416
[20:20:28.769][TRACE] dt=0.0056515
[20:20:28.775][TRACE] dt=0.0060434
[20:20:28.780][TRACE] dt=0.0050081
[20:20:28.785][TRACE] dt=0.005554
[20:20:28.791][TRACE] dt=0.0058016
[20:20:28.796][TRACE] dt=0.005206
[20:20:28.802][TRACE] dt=0.0055214
[20:20:28.808][TRACE] dt=0.0056382
[20:20:28.813][TRACE] dt=0.005415
[20:20:28.819][TRACE] dt=0.0056622
[20:20:28.824][TRACE] dt=0.005734
[20:20:28.830][TRACE] dt=0.0055135
[20:20:28.835][TRACE] dt=0.0053375
[20:20:28.841][TRACE] dt=0.0056791
[20:20:28.846][TRACE] dt=0.0055152
[20:20:28.852][TRACE] dt=0.0056017
[20:20:28.858][TRACE] dt=0.0061394
[20:20:28.863][TRACE] dt=0.0049312
[20:20:28.869][TRACE] dt=0.0057053
[20:20:28.874][TRACE] dt=0.0053669
[20:20:28.880][TRACE] dt=0.0055024
[20:20:28.885][TRACE] dt=0.0057265
[20:20:28.891][TRACE] dt=0.0054457
[20:20:28.896][TRACE] dt=0.0055756
[20:20:28.902][TRACE] dt=0.005644
[20:20:28.907][TRACE] dt=0.0053555
[20:20:28.913][TRACE] dt=0.0055913
[20:20:28.919][TRACE] dt=0.0056394
[20:20:28.924][TRACE] dt=0.0053998
[20:20:28.930][TRACE] dt=0.0055668
[20:20:28.935][TRACE] dt=0.0056199
[20:20:28.946][TRACE] dt=0.0051307
[20:20:28.952][TRACE] dt=0.0055335
[20:20:28.957][TRACE] dt=0.0054579
[20:20:28.963][TRACE] dt=0.0057169
[20:20:28.969][TRACE] dt=0.0054542
[20:20:28.974][TRACE] dt=0.0054683
[20:20:28.980][TRACE] dt=0.0055442
[20:20:28.985][TRACE] dt=0.0056477
[20:20:28.991][TRACE] dt=0.0054854
[20:20:28.997][TRACE] dt=0.0062149
[20:20:29.002][TRACE] dt=0.0050353
[20:20:29.007][TRACE] dt=0.0054363
[20:20:29.013][TRACE] dt=0.0060643
[20:20:29.019][TRACE] dt=0.0050765
[20:20:29.024][TRACE] dt=0.0058137
[20:20:29.030][TRACE] dt=0.0054776
[20:20:29.035][TRACE] dt=0.005341
[20:20:29.041][TRACE] dt=0.0059438
[20:20:29.046][TRACE] dt=0.0051682
[20:20:29.052][TRACE] dt=0.0056516
[20:20:29.058][TRACE] dt=0.0056273
[20:20:29.063][TRACE] dt=0.0053841
[20:20:29.069][TRACE] dt=0.0056147
[20:20:29.074][TRACE] dt=0.0056082
[20:20:29.080][TRACE] dt=0.0058387
[20:20:29.085][TRACE] dt=0.0052865
[20:20:29.091][TRACE] dt=0.0058922
[20:20:29.096][TRACE] dt=0.0051917
[20:20:29.103][TRACE] dt=0.0062937
[20:20:29.107][TRACE] dt=0.004709
[20:20:29.113][TRACE] dt=0.0058986
[20:20:29.119][TRACE] dt=0.0055225
[20:20:29.124][TRACE] dt=0.0054195
[20:20:29.130][TRACE] dt=0.00557
[20:20:29.136][TRACE] dt=0.0057408
[20:20:29.141][TRACE] dt=0.0052076
[20:20:29.146][TRACE] dt=0.0054908
[20:20:29.152][TRACE] dt=0.0061263
[20:20:29.157][TRACE] dt=0.0050453
[20:20:29.163][TRACE] dt=0.0056398
[20:20:29.168][TRACE] dt=0.005462
[20:20:29.174][TRACE] dt=0.0055494
